,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
IOC,0.7156847636083074,0.18298249734678193,0.1821590810830272,0.5949920880176126,-0.000543164659813677,-0.29513425492316325,0.8674312750177756,-0.1420320835266214,0.24832980804365876,0.5487585181134479,0.7972386768879172,-0.5253745315592281,0.44524167419855254,0.6585834246812309,-0.16103452712848848,-0.1887619300669587,0.19377243877736067,0.5903334982897372,0.6520993397078199,-0.3151194748528644,0.1674645526111844,0.010104447354466117,-0.39100675510221233,0.02377366646337808,1.0,0.02756439815408147,-0.6038161468107014,-0.3301878650617985,0.5000864084369014,-0.349237952809691,0.5118448016593746,0.13116264634642197,0.040136529584020066,-0.09969558215457448,0.9039014017123863,0.45478184131842314,0.6020197043051587,-0.3608787749359016,0.5213486794923032,-0.024965525441320437,-0.4057974360191142,0.07498961995526196,-0.23064780011479138,0.7116769323655157,-0.5713829843403915,-0.29391147988547595,0.052452386290015175,0.34835825111779883,-0.4674314665699421,-0.22531771254124056
INDUSINDBK,0.17944674498560687,-0.35526248500985563,0.21381475199079766,0.27308535543608514,-0.31008044128386675,-0.32550497126029776,-0.22983042782313265,-0.23862325411468638,-0.3042334580566627,0.31766410739984074,0.30298217594866816,-0.22457282696843542,0.3680785870859936,0.3435404505205041,0.055054399823458396,-0.28757315441479053,0.1432899326186398,-0.06960668796014426,0.4044680519576405,-0.17931813656912335,-0.26013168895100097,-0.08558152513328074,-0.17577934809289567,-0.20990818475666279,0.02756439815408147,1.0,-0.24688080550439268,0.11961554176921159,0.34380419416684826,-0.27892996327688646,0.33941666250351693,0.3953699105521969,0.3506940866207777,-0.3871934452223087,0.21954577215471666,0.23843747436024879,-0.23870535355115735,-0.24247962793774394,-0.056737526625524816,0.32183107773969005,-0.1916147355297507,-0.3186213461125025,-0.3062516319200706,0.24416944628806375,-0.1994173196455446,-0.2968488968809596,-0.2642725029028313,0.32758277526957386,-0.32955255470940215,-0.41354847475159573
INFY,-0.4432518036800733,0.45733024855375115,0.36763527985941347,-0.8600196054263922,0.7061616957172734,0.8648125514812914,-0.24269164555057463,0.7898569703753743,0.560534078834399,-0.6373443131442705,-0.803476937674228,0.8445750528535695,-0.7758041435603074,-0.3226351116541361,-0.027249667279255388,0.8569868612236242,0.4720813322534574,0.05187398092021254,-0.9090368822468988,0.7531871851968848,0.5546429618114713,0.6905086549084409,0.8455958158177539,0.24325287685370273,-0.6038161468107014,-0.24688080550439268,1.0,0.14573888626246317,-0.1298459706618559,0.7444503491984473,-0.4643435299770266,-0.6290764980260893,-0.46453086418558037,0.7616393577914428,-0.637134636357372,-0.8673412840788086,0.17840524194139668,0.8664960343363689,-0.20682340074341302,-0.060398868184427384,0.8483265606991035,0.7103315345948538,0.8555617545443148,-0.8303346930648536,0.8816393629485426,0.8935647642025469,0.7145069177899968,-0.873199969257741,0.7848899674820642,0.8171072867335575
JSWSTEEL,-0.10053174994580333,-0.37727958755365437,-0.24102934765422454,-0.2879002294502942,-0.20900818169310173,0.04659663104526598,-0.29575219276813186,0.1887315600225742,-0.32731062286870233,-0.48386128580231963,0.0037570260191170267,0.2698082408202053,-0.3774011169742283,-0.25141669290763613,0.27996128959342764,0.01120399717069804,-0.39262194189014415,-0.5515741359613292,-0.10359915211738877,0.4083657964466199,-0.5531555156950845,0.04640055525385532,0.32686936068412015,0.528033763715918,-0.3301878650617985,0.11961554176921159,0.14573888626246317,1.0,0.11074042815272234,0.32645974594751154,-0.07501471606242115,-0.1583641754217288,0.2773435413317573,-0.182951034529247,-0.23954124604229657,-0.3119907637377017,-0.32486094252260367,0.18126747626227077,-0.1134151972419173,0.545539947794045,0.39585648865241563,-0.2698025802431373,-0.21682181399041645,-0.17385341233317983,0.48312309311725204,0.11759217925459754,-0.0792634950141062,0.11810452494276681,0.2751712055658759,0.16337409756509028
KOTAKBANK,0.5469405966309967,0.1730543037376299,0.5179627693160807,0.15028571098983864,0.0885868501719298,-0.006551458046544594,0.4790408272904757,0.30567738979549314,0.3001524256969298,0.19382264228286852,0.46191060284747,-0.060988949949134695,0.10388571008998287,0.5858304959900634,-0.10619179619439556,0.16516950352310691,0.4391532758585218,0.3619943585184736,0.3301654883111476,0.08110331104605954,0.1436578415941722,0.4745838282660174,0.12361252635073004,0.4517546751908803,0.5000864084369014,0.34380419416684826,-0.1298459706618559,0.11074042815272234,1.0,0.07398022008529151,0.41999008277663247,-0.1326418900468558,0.01681364247946029,0.08121337387313873,0.46783254122931256,0.02558119639164163,0.5138611925321871,0.03980998368173854,0.2970514071424078,0.1521921056698298,0.12871055789132269,0.20874544494046093,0.03010766689617352,0.2720998100608824,-0.0493041304596619,0.12358580807748865,0.30201060005243846,0.04045913426771487,-0.08559839159961022,0.11667577382084052
LT,-0.09908820892298151,0.5563970882365845,0.5044440889565698,-0.8435182214415019,0.7109684932691099,0.8508565972617116,0.01561123371557018,0.8208861133318173,0.49871055284313354,-0.513139352169272,-0.46814627560759225,0.9141453413229559,-0.7030005939155536,-0.22864402720776936,0.29827263385866015,0.7929533558878219,0.3733968391898134,0.12990959738851945,-0.6938519744328805,0.890714361079878,0.44067576173637746,0.6967443745542048,0.9114512564041307,0.6480506837665866,-0.349237952809691,-0.27892996327688646,0.7444503491984473,0.32645974594751154,0.07398022008529151,1.0,-0.4868925518675705,-0.6654206197024319,-0.2187015673086715,0.7175707998267111,-0.4208048669353524,-0.7606201649508412,0.33897106689449785,0.8815435528213255,0.17773138223754337,0.2540591560916874,0.8202124626640593,0.6085169786468598,0.7240495349629099,-0.7478039959353184,0.8792160070547345,0.8029656581655429,0.6844468437152995,-0.5578368414916476,0.9209059501534324,0.8993602952134497
M&M,0.46200460923712644,-0.42612534190977613,-0.032177906099829505,0.5627280061684666,-0.3739783863403887,-0.4767119346243708,0.28942382657678734,-0.313306182772304,-0.06612310792632639,0.3370213488701642,0.4972209307376114,-0.6088683610475325,0.3478433124420338,0.1985769974511887,-0.4844490179459207,-0.2692305487553376,0.12815592005973234,-0.0006138919565421412,0.546391316975129,-0.4887644306133091,-0.1965821796129655,-0.036186081347689726,-0.4792515755997089,-0.1285455323512241,0.5118448016593746,0.33941666250351693,-0.4643435299770266,-0.07501471606242115,0.41999008277663247,-0.4868925518675705,1.0,0.22869363495783157,0.09757640006027479,-0.334071413997539,0.5121204770852089,0.43719140784677124,0.04880710135766632,-0.5419736224306816,-0.2590046657012144,-0.22925885474077098,-0.32813196766765,-0.15494111775362754,-0.37716779552927854,0.6550194357200108,-0.5146531839375785,-0.27763035421716026,-0.2907978528557531,0.2842540111450043,-0.6970108677195925,-0.4211841887595544
MARUTI,0.023732511639336474,-0.4569451081053534,-0.21781722544838494,0.7566532285478649,-0.7105550258734884,-0.7940758180800208,-0.1989722200068399,-0.7920673676505554,-0.6469297352452648,0.6034070600025476,0.42398977944109617,-0.6385390707317563,0.8086240955571354,0.2141545951209015,0.20424616165571846,-0.8173255105671698,-0.42117442259237,-0.19735568293012137,0.7317366062178119,-0.7064348510770708,-0.5306926953196782,-0.7436305435601506,-0.7222042950245263,-0.4735393741732858,0.13116264634642197,0.3953699105521969,-0.6290764980260893,-0.1583641754217288,-0.1326418900468558,-0.6654206197024319,0.22869363495783157,1.0,0.5288082562263592,-0.7934293279762047,0.2824431369741972,0.7428640370125781,-0.5244198227503912,-0.7450043865358008,0.04147675323119288,0.15480112353760328,-0.7491865685841326,-0.6820939767212589,-0.6609054290200544,0.6147552882970371,-0.694032622211742,-0.8278770295406831,-0.6426019227744537,0.7090611652719128,-0.6204538771438384,-0.8324021101054675
NTPC,-0.07773836308570563,-0.3493389848403174,-0.10797471730710553,0.3379171324012585,-0.5408063762137104,-0.5400316475665541,-0.2388463250975971,-0.5071799400790596,-0.6581059790478135,0.38041225652270466,0.3927543138095763,-0.24499490877352115,0.5442634737503506,-0.0507874861559659,0.42213189776907956,-0.5745529690545474,-0.48729975269074777,-0.27639165652356473,0.49333524417610747,-0.32002990894658623,-0.595829532811269,-0.5326168170643323,-0.3743659314843819,-0.09932554922608519,0.040136529584020066,0.3506940866207777,-0.46453086418558037,0.2773435413317573,0.01681364247946029,-0.2187015673086715,0.09757640006027479,0.5288082562263592,1.0,-0.6409150790060931,0.15836273343186014,0.5340954943753364,-0.41664603219244684,-0.4411642458760666,0.083606721215001,0.3735744710255749,-0.4363139797517385,-0.6382674454345617,-0.5259547109916614,0.33063147754476524,-0.2886522488049715,-0.5841587743782081,-0.5214629227504003,0.6973734080026992,-0.2702187819116842,-0.4768165271944219
NESTLEIND,-0.004244151290409431,0.7604961226991621,0.5351407692951424,-0.7500554723212287,0.933433285777443,0.9192687135534067,0.29943322452051463,0.8517506361947768,0.8783015190143018,-0.4060381294308758,-0.48843857391907153,0.7301261199851187,-0.6710898100672097,-0.019316969377535232,-0.15677296511980202,0.9342392947732935,0.6910884306327195,0.43601751639510494,-0.7368779582561477,0.7032606981428751,0.8575623670700825,0.8416178216154544,0.7774858598526635,0.35140354093503084,-0.09969558215457448,-0.3871934452223087,0.7616393577914428,-0.182951034529247,0.08121337387313873,0.7175707998267111,-0.334071413997539,-0.7934293279762047,-0.6409150790060931,1.0,-0.23992515926643798,-0.7280967377576433,0.662414374909347,0.849850747863237,0.10761442415277107,-0.19143379440643837,0.7207879045837164,0.9280816248793369,0.917087716259602,-0.6515884741709831,0.6638641493257756,0.9005374721554691,0.8654130166063713,-0.8339418969158755,0.7012225854045008,0.8978826332683291
ONGC,0.6380950674054955,0.0354300020767831,0.17245026972308772,0.644786452057326,-0.10872741739825488,-0.3766672439930379,0.7103831443627748,-0.25076620971977537,0.11629460342597626,0.6021299495071806,0.8516772023626149,-0.5435151010833442,0.5009837196737595,0.7109048012227177,-0.10922275110659603,-0.30307873864343315,0.12612873371718514,0.5169983554798936,0.7162970196361268,-0.3051447416341506,0.028053538739184525,-0.10140240106593458,-0.3961434898807679,-0.07175012485507352,0.9039014017123863,0.21954577215471666,-0.637134636357372,-0.23954124604229657,0.46783254122931256,-0.4208048669353524,0.5121204770852089,0.2824431369741972,0.15836273343186014,-0.23992515926643798,1.0,0.4666381713543787,0.4401947350539207,-0.3987596450265655,0.5204766840935687,0.16561035828415524,-0.42019136725816963,-0.061927553461260956,-0.3427443079217869,0.7515970087194138,-0.5879769363165905,-0.3978741242830247,-0.06378877525697221,0.4373610474076159,-0.505612445106887,-0.35490204477975723
POWERGRID,0.1973353876615881,-0.39748620098444815,-0.26633891512486463,0.823859617775456,-0.6899203621739386,-0.8721840301799093,0.10870907997405027,-0.8490491279304485,-0.5772216682778726,0.6947801544259712,0.6256836417681557,-0.8245729474096838,0.8921231364182702,0.18056473322695993,-0.020553856845697792,-0.8397208791246414,-0.4005356316061796,-0.07732379784789092,0.825419198019107,-0.8889696282011111,-0.4772189837803281,-0.7312373223944103,-0.8886268635725035,-0.4204979286159649,0.45478184131842314,0.23843747436024879,-0.8673412840788086,-0.3119907637377017,0.02558119639164163,-0.7606201649508412,0.43719140784677124,0.7428640370125781,0.5340954943753364,-0.7280967377576433,0.4666381713543787,1.0,-0.26138657780929586,-0.8934219356960796,0.01949413075676797,-0.1505912970417599,-0.9501545384643768,-0.6587051632471654,-0.7266524328497882,0.7579221561471883,-0.8995584424917613,-0.8844323749743142,-0.7345040479218216,0.8130382896507586,-0.8096501179899455,-0.8229585211230834
RELIANCE,0.46654161671536953,0.7370015200377306,0.5866153916498479,-0.15700797053834756,0.7003456211744763,0.48534891195457697,0.820217233082518,0.5814572199841848,0.824896466677296,0.10903808677459184,0.20975453515776912,0.2261256206375973,-0.17277761683597093,0.49404286254219415,-0.1301298665457994,0.5930821844229139,0.6654192612828614,0.7699506853897862,-0.09001041285722414,0.35481321200947924,0.7675065749166277,0.6836210360154708,0.34424833385278303,0.3098748277773607,0.6020197043051587,-0.23870535355115735,0.17840524194139668,-0.32486094252260367,0.5138611925321871,0.33897106689449785,0.04880710135766632,-0.5244198227503912,-0.41664603219244684,0.662414374909347,0.4401947350539207,-0.26138657780929586,1.0,0.41224677252704567,0.5037126418186586,-0.10535092573835417,0.29268463965244906,0.7507943021423463,0.5433286517510028,0.006770093501000719,0.14087059878284805,0.48441715376278227,0.7389779227379604,-0.38958257513601324,0.24623307959802215,0.5528319786498342
SBILIFE,-0.14690340585760592,0.6199677422940013,0.5062003622469254,-0.8802854509431882,0.8522000381750635,0.9617483917693224,0.02039272253207214,0.9084869244661679,0.6783564541120113,-0.5815578373094256,-0.5565508130512664,0.9250333431133516,-0.8057882823043314,-0.09721890503800433,0.08501016521008142,0.8992701795250734,0.520494335696589,0.25543261119009847,-0.8125723312831351,0.927635084949505,0.6240967618425523,0.7874492425697694,0.9651425527940976,0.48621426561288045,-0.3608787749359016,-0.24247962793774394,0.8664960343363689,0.18126747626227077,0.03980998368173854,0.8815435528213255,-0.5419736224306816,-0.7450043865358008,-0.4411642458760666,0.849850747863237,-0.3987596450265655,-0.8934219356960796,0.41224677252704567,1.0,0.13290422680300198,0.15614310913401203,0.8942198438883878,0.765387036753889,0.8481988848429577,-0.8081655466507109,0.9010660392756321,0.9059451688735796,0.8326763562280536,-0.7781248475143734,0.9081689777882777,0.9251870142890816
SHREECEM,0.34172447634376424,0.5235194229932005,0.3857412917341911,0.11071453579101732,0.27070979474428014,0.09844615926218811,0.5497301609197488,0.12456429598673575,0.2794737614622316,0.4124691253459002,0.44369485212103027,0.06502386626278829,0.18694308996829656,0.67518465956137,0.5393556155815452,0.025633230550401433,0.0995383156167795,0.6299946902975812,0.29014179054227085,0.18827402555409836,0.24913950151198164,0.10263533926290334,0.11513683138966549,0.27937216059295034,0.5213486794923032,-0.056737526625524816,-0.20682340074341302,-0.1134151972419173,0.2970514071424078,0.17773138223754337,-0.2590046657012144,0.04147675323119288,0.083606721215001,0.10761442415277107,0.5204766840935687,0.01949413075676797,0.5037126418186586,0.13290422680300198,1.0,0.46956008756455236,-0.008012977939187744,0.1398913711029047,0.05610487375430834,0.15683106231965024,-0.0805784257178887,-0.07855283336870227,0.3143348789088462,0.18971500630416188,0.23845537788555585,0.14070825700623496
SBIN,0.07466621966437659,-0.012534519886130253,0.16304086190757622,-0.046587426005397545,-0.02540625027187613,0.01146255915915714,-0.053915712572095674,0.054455133753485804,-0.22907389302748712,0.07956606777983943,0.30084457106583906,0.24304219370163244,0.008780926863936804,0.23768007060794585,0.5725755788561274,-0.10784234373543795,-0.20500496291125175,-0.07823338858866903,0.17658505223773682,0.3884045873604697,-0.2867962917444339,-0.0262699871385279,0.2806795873254912,0.3300455424280663,-0.024965525441320437,0.32183107773969005,-0.060398868184427384,0.545539947794045,0.1521921056698298,0.2540591560916874,-0.22925885474077098,0.15480112353760328,0.3735744710255749,-0.19143379440643837,0.16561035828415524,-0.1505912970417599,-0.10535092573835417,0.15614310913401203,0.46956008756455236,1.0,0.1885333998099633,-0.2293101821516091,-0.1842575958013669,-0.003561469315178174,0.2348248032168455,-0.11565013297203962,0.029166130762865346,0.2829342074424645,0.28470063866925327,0.020973127726129474
SUNPHARMA,-0.11914989943484486,0.3943147310486386,0.35882324849968267,-0.8180082822343206,0.679059135567591,0.8562486049365661,-0.04588884848930916,0.8872651518487266,0.5863852570733523,-0.6353592227479995,-0.5402440914004408,0.8533229868623741,-0.861410978048933,-0.15081016571251596,0.025083798742694115,0.854198527097468,0.4254893928175179,0.0639780403475911,-0.7652414006239979,0.8995933830253605,0.4429465392458994,0.7949968783846004,0.9192816998859883,0.5558015156115501,-0.4057974360191142,-0.1916147355297507,0.8483265606991035,0.39585648865241563,0.12871055789132269,0.8202124626640593,-0.32813196766765,-0.7491865685841326,-0.4363139797517385,0.7207879045837164,-0.42019136725816963,-0.9501545384643768,0.29268463965244906,0.8942198438883878,-0.008012977939187744,0.1885333998099633,1.0,0.6633105131095955,0.7122593610604961,-0.712882407751741,0.9099982014702652,0.9089901825391927,0.7459958060354958,-0.7831872666835293,0.80857101268662,0.8551914476679005
TCS,0.09696026462312302,0.7614067270431822,0.6341375419918296,-0.5614739895870036,0.9179760390492393,0.8408776523712909,0.43887039209070655,0.8335522876689823,0.9584889022665957,-0.2667345419778233,-0.37050365562978965,0.594511886277059,-0.5574350025846153,0.12892485270280257,-0.2619863402261918,0.9206706374719489,0.8260030575610121,0.6052359476534229,-0.6019299423096979,0.6213248214538893,0.9273635390424829,0.8687104798298818,0.6838810746690799,0.2508711687135636,0.07498961995526196,-0.3186213461125025,0.7103315345948538,-0.2698025802431373,0.20874544494046093,0.6085169786468598,-0.15494111775362754,-0.6820939767212589,-0.6382674454345617,0.9280816248793369,-0.061927553461260956,-0.6587051632471654,0.7507943021423463,0.765387036753889,0.1398913711029047,-0.2293101821516091,0.6633105131095955,1.0,0.9074595494183013,-0.44617177245407874,0.5530535585265748,0.8653831299660277,0.9123845107504436,-0.8324805194319961,0.5528629862349462,0.8147943001178382
TATACONSUM,-0.17555586244982757,0.7511613453786601,0.6298982171317865,-0.7473237788415864,0.9124763529298456,0.9122239678739814,0.13227460033507754,0.8223473726233007,0.811672937958586,-0.3644047424974399,-0.6032604126988856,0.7699807454682664,-0.5973727115736113,-0.07667890005636714,-0.0537563090306103,0.9235840041101114,0.7293891586181125,0.44581347726136633,-0.7723755681947155,0.6853388516164456,0.864286859578046,0.800833689166968,0.781124573373707,0.2113680207627995,-0.23064780011479138,-0.3062516319200706,0.8555617545443148,-0.21682181399041645,0.03010766689617352,0.7240495349629099,-0.37716779552927854,-0.6609054290200544,-0.5259547109916614,0.917087716259602,-0.3427443079217869,-0.7266524328497882,0.5433286517510028,0.8481988848429577,0.05610487375430834,-0.1842575958013669,0.7122593610604961,0.9074595494183013,1.0,-0.7021160340000876,0.7088118243602426,0.8801834004559148,0.8626989582556867,-0.8474901375564906,0.7293207110412121,0.8424569497089303
TATAMOTORS,0.4494447686752663,-0.37943050060835637,-0.20619426601955704,0.9215240680631573,-0.5993486568763948,-0.8060108891639746,0.4138860459617206,-0.6379305716496668,-0.30435665036897175,0.6611699404576993,0.798823383709553,-0.8658441656853858,0.7324112915260648,0.44982595121192176,-0.17229849244425174,-0.6707148907514473,-0.23470718961723394,0.12491842517620755,0.897283745095127,-0.7107264831100871,-0.36003470181229025,-0.48925738377575184,-0.7908098822382607,-0.28243483589306856,0.7116769323655157,0.24416944628806375,-0.8303346930648536,-0.17385341233317983,0.2720998100608824,-0.7478039959353184,0.6550194357200108,0.6147552882970371,0.33063147754476524,-0.6515884741709831,0.7515970087194138,0.7579221561471883,0.006770093501000719,-0.8081655466507109,0.15683106231965024,-0.003561469315178174,-0.712882407751741,-0.44617177245407874,-0.7021160340000876,1.0,-0.8432882974231932,-0.7139775931108318,-0.48533137652199176,0.6621846046717238,-0.857849050115192,-0.7209394768134896
TATASTEEL,-0.30241057484811235,0.36860814097857747,0.3084484456329141,-0.9140342402900685,0.6441536630771257,0.8585340625108075,-0.2217119144125975,0.824945935688461,0.41236326818817437,-0.7155671744756948,-0.628975875378052,0.9212088085713583,-0.8375022238196784,-0.33827248000858223,0.17931039384849162,0.7944052855756009,0.2988650429197165,-0.07412494591460671,-0.828984293328615,0.9218346431753446,0.34166751175379606,0.6649392581516784,0.9312713553991758,0.5000957792726087,-0.5713829843403915,-0.1994173196455446,0.8816393629485426,0.48312309311725204,-0.0493041304596619,0.8792160070547345,-0.5146531839375785,-0.694032622211742,-0.2886522488049715,0.6638641493257756,-0.5879769363165905,-0.8995584424917613,0.14087059878284805,0.9010660392756321,-0.0805784257178887,0.2348248032168455,0.9099982014702652,0.5530535585265748,0.7088118243602426,-0.8432882974231932,1.0,0.8412476090128684,0.6489611603912838,-0.6776064901044612,0.8895428125235618,0.8419940951774132
TECHM,-0.08578082276955427,0.5541036533072189,0.45902598232612185,-0.8308119963057643,0.828590404114325,0.9353137086518473,0.0963040551695803,0.9357664793044289,0.7755870697059376,-0.6076452361190908,-0.5933120858231217,0.8080179851953461,-0.8374650229461451,-0.16195781493741346,-0.16384774145900236,0.9771908448620142,0.6338401320065076,0.2354689525267922,-0.8257618245496244,0.8163783200296498,0.6855973956002261,0.8891369716339487,0.8801466511945814,0.4418223185003509,-0.29391147988547595,-0.2968488968809596,0.8935647642025469,0.11759217925459754,0.12358580807748865,0.8029656581655429,-0.27763035421716026,-0.8278770295406831,-0.5841587743782081,0.9005374721554691,-0.3978741242830247,-0.8844323749743142,0.48441715376278227,0.9059451688735796,-0.07855283336870227,-0.11565013297203962,0.9089901825391927,0.8653831299660277,0.8801834004559148,-0.7139775931108318,0.8412476090128684,1.0,0.8451932609331709,-0.8943516661118464,0.7531012570415541,0.932386841654974
TITAN,0.10362174425910636,0.7868426989181123,0.6388462573666869,-0.5898318222612842,0.8935090479342491,0.8499997296619921,0.4090793542621952,0.9058304746873806,0.8894466854138776,-0.31427894340609674,-0.30341433569458465,0.6843538739563392,-0.5905601778701819,0.2352811429002785,-0.016563936051772442,0.8953030561251096,0.7133463869108588,0.5649702079229024,-0.5562950355056265,0.7402387405969086,0.8299895282621618,0.8776546263072421,0.771061363708326,0.40292774531648023,0.052452386290015175,-0.2642725029028313,0.7145069177899968,-0.0792634950141062,0.30201060005243846,0.6844468437152995,-0.2907978528557531,-0.6426019227744537,-0.5214629227504003,0.8654130166063713,-0.06378877525697221,-0.7345040479218216,0.7389779227379604,0.8326763562280536,0.3143348789088462,0.029166130762865346,0.7459958060354958,0.9123845107504436,0.8626989582556867,-0.48533137652199176,0.6489611603912838,0.8451932609331709,1.0,-0.7620462029275961,0.6845901957627318,0.8423837198731873
UPL,0.19859389223193658,-0.4965278806999481,-0.3255709619322471,0.6944156109899677,-0.7584384277363166,-0.8319500974813405,-0.014546537518276151,-0.7775934902287944,-0.7614201695896489,0.5340412237186608,0.7016795255375189,-0.6532145572503054,0.756439743076451,0.1677128647637732,0.3078337114973669,-0.8740255549494209,-0.6192614910542125,-0.24728828379061757,0.835107709923146,-0.61365258871283,-0.7299848717214237,-0.7650014668476527,-0.706669553198936,-0.1719838472525903,0.34835825111779883,0.32758277526957386,-0.873199969257741,0.11810452494276681,0.04045913426771487,-0.5578368414916476,0.2842540111450043,0.7090611652719128,0.6973734080026992,-0.8339418969158755,0.4373610474076159,0.8130382896507586,-0.38958257513601324,-0.7781248475143734,0.18971500630416188,0.2829342074424645,-0.7831872666835293,-0.8324805194319961,-0.8474901375564906,0.6621846046717238,-0.6776064901044612,-0.8943516661118464,-0.7620462029275961,1.0,-0.5948590474775265,-0.7598825578636553
ULTRACEMCO,-0.2682615090979664,0.589698447445945,0.4044633749856608,-0.8831066217454396,0.7175799303582613,0.8717049015843593,-0.11543587440437404,0.7799145738785576,0.4576158496708677,-0.5431954445645745,-0.5686426220789709,0.9430152208608201,-0.7193849360600572,-0.20466608662813554,0.40667198078425465,0.7367692497686212,0.257644110313165,0.12272291145312954,-0.7697882545105595,0.8852502656112143,0.43865325958349444,0.5967214888139383,0.9094230218064006,0.5309674820551772,-0.4674314665699421,-0.32955255470940215,0.7848899674820642,0.2751712055658759,-0.08559839159961022,0.9209059501534324,-0.6970108677195925,-0.6204538771438384,-0.2702187819116842,0.7012225854045008,-0.505612445106887,-0.8096501179899455,0.24623307959802215,0.9081689777882777,0.23845537788555585,0.28470063866925327,0.80857101268662,0.5528629862349462,0.7293207110412121,-0.857849050115192,0.8895428125235618,0.7531012570415541,0.6845901957627318,-0.5948590474775265,1.0,0.8563614437083804
WIPRO,-0.0806308178831087,0.6611354822690625,0.4782584002732306,-0.8504457054162411,0.8519672189591377,0.935521117963803,0.18368729904150408,0.9211435594872327,0.7360138574781817,-0.5495488950988674,-0.4950146913584611,0.8561152667920554,-0.7875437953795511,-0.13049816275715118,0.048064792414694864,0.9342435550268948,0.5098538592747518,0.278088531471303,-0.7698585421917098,0.8603475246005747,0.6469542473306841,0.827817250165407,0.9037546643433674,0.5839392434173193,-0.22531771254124056,-0.41354847475159573,0.8171072867335575,0.16337409756509028,0.11667577382084052,0.8993602952134497,-0.4211841887595544,-0.8324021101054675,-0.4768165271944219,0.8978826332683291,-0.35490204477975723,-0.8229585211230834,0.5528319786498342,0.9251870142890816,0.14070825700623496,0.020973127726129474,0.8551914476679005,0.8147943001178382,0.8424569497089303,-0.7209394768134896,0.8419940951774132,0.932386841654974,0.8423837198731873,-0.7598825578636553,0.8563614437083804,1.0
